school_name,slug,acceptance,city,state,grad_rate,desirability,influence,overall_rank,sat,act,student_body,undergrad_student_body,tuition,domain
"Asheville–Buncombe Technical Community College","asheville–buncombe-technical-community-college",,Asheville,NC,0.32,,16158,319040,,,5000,5000,3000,abtech.edu
"Masonic College",masonic-college,,,,,,8528,319120,,,,,,
"Fresno Pacific University Biblical Seminary",fresno-pacific-university-biblical-seminary,,,,,,13040,319200,,,,,,
"Ecumenical Theological Seminary",ecumenical-theological-seminary,,,,,,14022,319280,,,,,,
"Hobe Sound Bible College",hobe-sound-bible-college,,"Hobe Sound",FL,0.57,,6562,319360,,,1000,0,7000,hsbc.edu
"Facultad de Derecho Eugenio Maria de Hostos",facultad-de-derecho-eugenio-maria-de-hostos,,,,,,15892,319440,,,,,,
"Beth Hatalmud Rabbinical College",beth-hatalmud-rabbinical-college,,Brooklyn,NY,,,14455,319520,,,,,,
"Interamerican University of Puerto Rico, Metropolitan Campus","interamerican-university-of-puerto-rico,-metropolitan-campus",0.62,"San Juan",PR,0.35,,16422,319600,,,7000,5000,9000,inter.edu
"East Arkansas Community College",east-arkansas-community-college,,"Forrest City",AR,0.25,,14489,319680,,,1000,1000,3000,www.eacc.edu
"Robert B. Miller College",robert-b.-miller-college,,,,,,15782,319760,,,,,,
"Santiam Academy",santiam-academy,,,,,,14321,319840,,,,,,
"Hellenic Classical Charter School",hellenic-classical-charter-school,,,,,,16726,319920,,,,,,
"Magnolia Bible College",magnolia-bible-college,,,,,,16018,320000,,,,,,
"The Octagon at Amherst College",the-octagon-at-amherst-college,,,,,,14467,324081,,,,,,
"Oregon Institute of Technology, Portland-Metro","oregon-institute-of-technology,-portland-metro",,,,,,14890,324162,,,,,,
"Leland College",leland-college,,,,,,12466,324243,,,,,,
"Baker School of Business",baker-school-of-business,,,,,,14809,324405,,,,,,
"Patriarch Athenagoras Orthodox Institute",patriarch-athenagoras-orthodox-institute,,,,,,14904,324486,,,,,,
"Arkansas Holiness College",arkansas-holiness-college,,,,,,14468,324567,,,,,,
"Verne Cox Multipurpose Recreation Center",verne-cox-multipurpose-recreation-center,,,,,,14986,324648,,,,,,
"Pine Technical and Community College",pine-technical-and-community-college,,"Pine City",MN,0.17,,15798,324729,,,1000,1000,4000,pine.edu
"Northwest Iowa Community College",northwest-iowa-community-college,,Sheldon,IA,0.61,,15416,324810,,,1000,1000,6000,nwicc.edu
"Nebraska Medicine- Bellevue",nebraska-medicine--bellevue,,,,,,15723,324891,,,,,,
"Minnesota West Community and Technical College",minnesota-west-community-and-technical-college,,"Granite Falls",MN,0.45,,11090,324972,,,2000,2000,6000,mnwest.edu
"Uintah Basin Technical College",uintah-basin-technical-college,,Roosevelt,UT,0.84,,15677,325053,,,1000,1000,,ubtech.edu
"Penn State Scranton",penn-state-scranton,,Dunmore,PA,,1430,15953,325134,,,1000,1000,14000,psu.edu
"Western Dakota Technical Institute",western-dakota-technical-institute,,"Rapid City",SD,0.41,,14770,325215,,,1000,1000,8000,wdt.edu
"Red River Technology Center",red-river-technology-center,,Duncan,OK,0.51,,13808,325377,,,1000,0,,rrtc.edu
"Angelo State University College of Sciences",angelo-state-university-college-of-sciences,,,,,,16316,325458,,,,,,
"Lanier University",lanier-university,,,,,,12079,325539,,,,,,
"St. Louis Christian College",st.-louis-christian-college,0.68,Florissant,MO,0.55,,13652,325620,,,1000,0,14000,stlchristian.edu
"Mount Sacred Heart College",mount-sacred-heart-college,,,,,,13018,325701,,,,,,
"Daniel Baker College",daniel-baker-college,,,,,,9993,325782,,,,,,
"Chatfield College",chatfield-college,,"Saint Martin",OH,0.22,,10478,325863,,,1000,0,13000,chatfield.edu
"St. Charles College",st.-charles-college,,,,,,15159,4329,,,,,,
"San Diego State University Global Campus",san-diego-state-university-global-campus,,,,,,15656,326025,,,,,,
"Cowley Community College",cowley-community-college,,"Arkansas City",KS,0.47,,16308,326106,,,2000,2000,3000,cowley.edu
"Orlando Culinary Academy",orlando-culinary-academy,,,,,,13217,326187,,,,,,
"Madison College",madison-college,,,,,,12536,326268,,,,,,
"Texas Culinary Academy",texas-culinary-academy,,,,,,15834,326349,,,,,,
"Snead State Community College",snead-state-community-college,,Boaz,AL,0.5,,15090,326430,,,2000,2000,5000,snead.edu
"Randall University",randall-university,0.39,Moore,OK,0.55,1009,15185,326511,900,21,1000,0,16000,ru.edu
Pensole,pensole,,,,,,15804,326592,,,,,,
"University of South Carolina Salkehatchie",university-of-south-carolina-salkehatchie,0.85,Allendale,SC,0.27,1395,10556,326673,920,15,1000,1000,8000,sc.edu
"Bethany Global University",bethany-global-university,,,,,,10303,326754,,,,,,
"Hiram Scott College",hiram-scott-college,,,,,,12187,326916,,,,,,
"Elmezzi Graduate School of Molecular Medicine",elmezzi-graduate-school-of-molecular-medicine,,,,,,15265,326997,,,,,,
"Orangeburg–Calhoun Technical College","orangeburg–calhoun-technical-college",,Orangeburg,SC,0.23,,14406,327078,,,2000,2000,6000,octech.edu
"Sampson Community College",sampson-community-college,,Clinton,NC,0.49,,10196,327159,,,1000,1000,3000,sampsoncc.edu
"Texas A&M College of Education and Human Development",texas-a&m-college-of-education-and-human-development,,,,,,16417,327240,,,,,,
"IntelliTec College",intellitec-college,,,,,,10665,327321,,,,,,
"Assumption Seminary",assumption-seminary,,,,,,13813,327402,,,,,,
"Calvary Christian School",calvary-christian-school,,,,,,16529,327483,,,,,,
"National Normal University",national-normal-university,,,,,,6428,327564,,,,,,
"Wallace Community College Selma",wallace-community-college-selma,,Selma,AL,0.34,,14215,327645,,,1000,1000,5000,wccs.edu
"Mercy College of Health Sciences",mercy-college-of-health-sciences,0.92,"Des Moines",IA,0.51,1051,14188,327726,,,1000,1000,18000,mchs.edu
"New College Berkeley",new-college-berkeley,,,,,,11305,327807,,,,,,
"Southwest Wisconsin Technical College",southwest-wisconsin-technical-college,,Fennimore,WI,0.55,,10060,327888,,,1000,1000,4000,swtc.edu
"Martin Community College",martin-community-college,,,,,,11987,327969,,,,,,martincc.edu
"Labouré College","labouré-college",0.49,Milton,MA,,,15733,328050,,,1000,1000,38000,laboure.edu
"United Talmudical Seminary",united-talmudical-seminary,,Brooklyn,NY,0.5,,15572,332182,,,2000,2000,14000,
"Pope St. John XXIII National Seminary",pope-st.-john-xxiii-national-seminary,,Weston,MA,,,10557,332264,,,1000,,,
"Saint John Vianney Theological Seminary",saint-john-vianney-theological-seminary,,,,,,15037,332346,,,,,,
"Missio Seminary",missio-seminary,,Philadelphia,PA,,,15783,332428,,,1000,,,missio.edu
"New England Bible College",new-england-bible-college,,,,,,11580,332510,,,,,,
"Texas A&M School of Public Health",texas-a&m-school-of-public-health,,,,,,16494,332592,,,,,,
"Washington County Community College",washington-county-community-college,,Calais,ME,0.48,,16691,332674,,,1000,0,4000,wccc.me.edu
"The Art Institute of Cincinnati",the-art-institute-of-cincinnati,,Cincinnati,OH,,,16949,332756,,,,,,
"Central Nazarene College",central-nazarene-college,,,,,,14391,332838,,,,,,
"California Christian College",california-christian-college,1.0,Fresno,CA,,,15424,332920,,,1000,0,10000,calchristiancollege.edu
"Central Technology Center",central-technology-center,,Drumright,OK,0.69,,13511,333002,,,1000,1000,,centraltech.edu
"The International Academy of Design & Technology Las Vegas",the-international-academy-of-design-&-technology-las-vegas,,,,,,16374,333084,,,,,,
"Wes Watkins Technology Center",wes-watkins-technology-center,,Wetumka,OK,0.52,,13783,333166,,,1000,0,,
"Eli Whitney Technical High School",eli-whitney-technical-high-school,,,,,,14996,333248,,,,,,
"Marquette University Graduate School",marquette-university-graduate-school,,,,,,16678,333412,,,,,,
"Barleywood Female University",barleywood-female-university,,,,,,13092,333494,,,,,,
"Pioneer Career and Technology Center",pioneer-career-and-technology-center,,Shelby,OH,,,16434,333576,,,1000,0,,
"Alexandria Technical and Community College",alexandria-technical-and-community-college,,Alexandria,MN,0.61,,14849,333658,,,2000,2000,6000,alextech.edu
"Webster University Utah",webster-university-utah,,,,,,15803,333740,,,,,,
"Williams Baptist University",williams-baptist-university,0.69,"Walnut Ridge",AR,0.38,1347,16116,333822,970,20,1000,0,18000,williamsbu.edu
"Allegheny Wesleyan College",allegheny-wesleyan-college,,,,,,14101,333904,,,,,,
"Saint Stephen Diocesan Seminary, Honolulu","saint-stephen-diocesan-seminary,-honolulu",,,,,,15529,333986,,,,,,
"Sangre de Cristo Seminary",sangre-de-cristo-seminary,,,,,,9236,334068,,,,,,
"EHOVE Career Center",ehove-career-center,,Milan,OH,0.76,,12538,334150,,,1000,0,,
"Humphreys University",humphreys-university,,Stockton,CA,0.57,,14303,334232,,,1000,0,15000,humphreys.edu
"All Saints' College","all-saints'-college",,,,,,14029,334314,,,,,,
"Sojourner–Douglass College","sojourner–douglass-college",,,,,,15740,334396,,,,,,
"University of Health Sciences and Pharmacy in St. Louis",university-of-health-sciences-and-pharmacy-in-st.-louis,0.78,"Saint Louis",MO,0.81,185,16303,334478,1244,26,1000,0,30000,stlcop.edu
"Mackinac College",mackinac-college,,,,,,11439,4338,,,,,,
"Angle School of Orthodontia",angle-school-of-orthodontia,,,,,,5066,334642,,,,,,
"Miami Valley Career Technology Center",miami-valley-career-technology-center,,Englewood,OH,0.86,,13139,334724,,,1000,0,,
"SAE Expression College",sae-expression-college,,Emeryville,CA,0.44,,16738,334806,,,1000,1000,26000,sae.edu
"Pacific Bible College",pacific-bible-college,,,,,,14740,334888,,,,,,
"Northwest Kansas Technical College",northwest-kansas-technical-college,,Goodland,KS,0.57,,11681,334970,,,1000,1000,,nwktc.edu
"Lynnland Female Institute",lynnland-female-institute,,,,,,13832,335052,,,,,,
"University of Saint Katherine",university-of-saint-katherine,,,,,,16824,335134,,,,,,
"Mifflin-Juniata Career and Technology Center",mifflin-juniata-career-and-technology-center,1.0,Lewistown,PA,0.74,,16793,335216,,,1000,0,,
"Highland College",highland-college,,,,,,10959,335298,,,,,,
"Disciples Divinity House at Vanderbilt",disciples-divinity-house-at-vanderbilt,,,,,,14596,335380,,,,,,
"Magic Valley Christian College",magic-valley-christian-college,,,,,,15154,335462,,,,,,
"Cathedral Preparatory School and Seminary",cathedral-preparatory-school-and-seminary,,,,,,15547,335544,,,,,,
"Eastern Oklahoma County Technology Center",eastern-oklahoma-county-technology-center,,Choctaw,OK,0.75,,15137,335626,,,1000,0,,
"East Greenwich Academy",east-greenwich-academy,,,,,,13301,335708,,,,,,
"Helene Fuld College of Nursing",helene-fuld-college-of-nursing,,,,,,16464,335872,,,,,,
"Williamsburg Technical College",williamsburg-technical-college,,,,,,16622,335954,,,,,,wiltech.edu
"College of Menominee Nation",college-of-menominee-nation,,Keshena,WI,0.13,,13017,336036,,,1000,0,6000,menominee.edu
"United Methodist seminaries",united-methodist-seminaries,,,,,,16402,336118,,,,,,
"Boston Theological Interreligious Consortium",boston-theological-interreligious-consortium,,,,,,15295,336200,,,,,,
"Purdue University College of Health and Human Sciences",purdue-university-college-of-health-and-human-sciences,,,,,,14179,340383,,,,,,
"Briarcliffe College–Patchogue","briarcliffe-college–patchogue",,,,,,16254,340466,,,,,,
"Shaw College at Detroit",shaw-college-at-detroit,,,,,,10001,340549,,,,,,
"North American Trade Schools",north-american-trade-schools,,Baltimore,MD,0.82,,16549,340632,,,1000,1000,,natradeschools.edu
"St. Charles Seminary",st.-charles-seminary,,,,,,13436,340715,,,,,,
"Kol Yaakov Torah Center",kol-yaakov-torah-center,,,,,,14911,340798,,,,,,
"Kimsey Junior College",kimsey-junior-college,,,,,,15911,340881,,,,,,
"Dabney S. Lancaster Community College",dabney-s.-lancaster-community-college,,"Clifton Forge",VA,0.38,,15251,340964,,,1000,1000,5000,dslcc.edu
"Blue Ridge Community and Technical College",blue-ridge-community-and-technical-college,,Martinsburg,WV,0.35,,13619,341047,,,2000,2000,4000,blueridgectc.edu
"The Art Institute of California – San Francisco","the-art-institute-of-california-–-san-francisco",,,,,,15623,341130,,,,,,
"Midwives College of Utah",midwives-college-of-utah,,,,,,14220,341213,,,,,,
"Fulton–Montgomery Community College","fulton–montgomery-community-college",,Johnstown,NY,0.33,,16198,341296,,,1000,1000,5000,fmcc.edu
"Katharine Gibbs School – Melville","katharine-gibbs-school-–-melville",,,,,,16512,341379,,,,,,
"Armstrong College",armstrong-college,,,,,,15491,341462,,,,,,
"Malcolm X Liberation University",malcolm-x-liberation-university,,,,,,13288,341545,,,,,,
"Southern Benedictine College",southern-benedictine-college,,,,,,14979,341628,,,,,,
"Bancroft School of Massage Therapy",bancroft-school-of-massage-therapy,,Worcester,MA,,,15138,341711,,,1000,0,,
"Sacred Heart School of Theology",sacred-heart-school-of-theology,,Franklin,WI,,,12330,341794,,,1000,,,shsst.edu
"James Rumsey Technical Institute",james-rumsey-technical-institute,,Martinsburg,WV,0.81,,13210,341877,,,1000,0,,
"The Art Institute of Salt Lake City",the-art-institute-of-salt-lake-city,,,,,,16641,341960,,,,,,
"University of Dallas School of Ministry",university-of-dallas-school-of-ministry,,,,,,16674,342043,,,,,,
"Advanced Training",advanced-training,,"El Cajon",CA,0.91,,11536,342126,,,1000,0,,advancedtraining.edu
"Seminary of Mar Abba the Great",seminary-of-mar-abba-the-great,,,,,,15952,342209,,,,,,
"American Repertory Company",american-repertory-company,,,,,,16718,342292,,,,,,
"Campbell Center for Historic Preservation Studies",campbell-center-for-historic-preservation-studies,,,,,,16134,342375,,,,,,
"Englewood Cliffs College",englewood-cliffs-college,,,,,,14516,342458,,,,,,
Sonnencroft,sonnencroft,,,,,,15253,342541,,,,,,
"Scripps Research Institute Graduate Program",scripps-research-institute-graduate-program,,,,,,17212,342624,,,,,,
"Cazenovia Seminary",cazenovia-seminary,,,,,,7213,342790,,,,,,
"Saint Dominic Academy",saint-dominic-academy,,,,,,16543,342873,,,,,,
"North American Institute of Aviation",north-american-institute-of-aviation,,,,,,16167,342956,,,,,,
"Parker H. Petit Institute for Bioengineering & Bioscience",parker-h.-petit-institute-for-bioengineering-&-bioscience,,,,,,16071,343039,,,,,,
"Arkansas State University–Mountain Home","arkansas-state-university–mountain-home",,"Mountain Home",AR,0.39,,15526,343122,,,1000,1000,3000,asumh.edu
"John F. Kennedy College",john-f.-kennedy-college,,,,,,14940,343205,,,,,,
"Northwest–Shoals Community College","northwest–shoals-community-college",,"Muscle Shoals",AL,0.25,,17148,343288,,,2000,2000,5000,nwscc.edu
"Indiana County Technology Center",indiana-county-technology-center,,Indiana,PA,0.82,,16832,343371,,,1000,0,,
"Novitiate and College of Humanities of the Legionaries of Christ",novitiate-and-college-of-humanities-of-the-legionaries-of-christ,,,,,,16099,343454,,,,,,
"W.F. Kaynor Technical High School",w.f.-kaynor-technical-high-school,,,,,,16199,343537,,,,,,
"Adler Graduate School",adler-graduate-school,,Minnetonka,MN,,,16323,343620,,,1000,,,alfredadler.edu
"Bresee Theological College",bresee-theological-college,,,,,,15464,343703,,,,,,
"University of Silicon Valley Law School",university-of-silicon-valley-law-school,,,,,,16430,343786,,,,,,
"University of Silicon Valley",university-of-silicon-valley,0.42,"San Jose",CA,0.46,263,16429,343869,,,1000,1000,21000,cogswell.edu
"Western Reformed Seminary",western-reformed-seminary,,,,,,10645,343952,,,,,,
OperaWorks,operaworks,,,,,,17225,344035,,,,,,
"Alben W. Barkley School of Law",alben-w.-barkley-school-of-law,,,,,,16091,344118,,,,,,
"North Central Kansas Technical College",north-central-kansas-technical-college,,,,,,14647,344201,,,,,,ncktc.edu
"Tri-Rivers Career Center and Center for Adult Education",tri-rivers-career-center-and-center-for-adult-education,,Marion,OH,0.71,,15531,344284,,,1000,0,,
"Luna Community College",luna-community-college,,,,,,16065,344367,,,,,,luna.edu
"Salina Normal University",salina-normal-university,,,,,,13632,344450,,,,,,
"Vanguard-Sentinel Career and Technology Centers",vanguard-sentinel-career-and-technology-centers,,,,,,15695,348684,,,,,,
"Toledo Academy of Beauty",toledo-academy-of-beauty,,,,,,16725,348768,,,,,,
"Atlantic Technical College",atlantic-technical-college,,"Coconut Creek",FL,0.63,,16089,348852,,,2000,2000,,atlantictechnicalcollege.edu
"Central Alabama Community College",central-alabama-community-college,,"Alexander City",AL,0.19,,13053,348936,,,1000,1000,5000,cacc.edu
"Midwestern College",midwestern-college,,,,,,15992,349104,,,,,,
"Cardinal Muench Seminary",cardinal-muench-seminary,,,,,,16913,349188,,,,,,
"Chicago Training School for Home and Foreign Missions",chicago-training-school-for-home-and-foreign-missions,,,,,,12810,349272,,,,,,
"Bais Moshe",bais-moshe,0.75,Scranton,PA,0.76,,15697,349356,,,1000,0,10000,
"Bowling Green State University College of Business Administration",bowling-green-state-university-college-of-business-administration,,,,,,16960,349440,,,,,,
"Southeastern Christian College",southeastern-christian-college,,,,,,14948,349524,,,,,,
"Southeastern Baptist College",southeastern-baptist-college,0.54,Laurel,MS,0.12,,11216,349608,,,1000,0,6000,southeasternbaptist.edu
"Interamerican University Studies Institute",interamerican-university-studies-institute,,,,,,16926,349692,,,,,,
"National Center for Earth-surface Dynamics",national-center-for-earth-surface-dynamics,,,,,,16927,349776,,,,,,
